province;red;green;blue;x;x
2452;80;197;120;Guge;x
2453;100;17;160;Shigatse;x
2454;120;47;0;Lhasa;x
2455;140;77;40;Nyingchi;x
2456;160;107;80;Markam;x
2457;180;137;120;Tachieilu;x
2458;200;167;160;Dege;x
2459;220;197;0;Sarig Yogir;x
2460;240;17;40;Kulun Shan;x
2461;20;47;80;Xining;x
2462;40;77;120;Liangzhou;x
2463;60;107;160;Taozhou;x
2464;80;137;0;Songqu;x
2465;100;167;40;Lijiang;x
2466;120;197;80;Dehong;x
2467;140;17;120;Pu'er;x
2468;160;47;160;Guangnan;x
2469;180;77;0;Namning;x
2470;200;107;40;Lianzhou;x
2471;220;137;80;Leizhou;x
2472;240;167;120;Yazhou;x
2473;20;197;160;Wuzhou;x
2474;40;17;0;Shiurwan;x
2475;60;47;40;Huizhou;x
2476;80;77;80;Chaozhou;x
2477;100;107;120;Tingzhou;x
2478;120;137;160;Jianning;x
2479;140;167;0;Jinhua;x
2480;160;197;40;Ningbo;x
2481;180;17;80;Shanyin;x
2482;200;47;120;Ningguo;x
2483;220;77;160;Huizhou;x
2484;240;107;0;Poyang;x
2485;20;137;40;Hengyang;x
2486;40;167;80;Yuanling;x
2487;60;197;120;Zhenyuan;x
2488;80;17;160;Umung;x
2489;100;47;0;Langzhong;x
2490;120;77;40;Xiangxang;x
2491;140;107;80;Yichang;x
2492;160;137;120;Luoyang;x
2493;180;167;160;Shangqiu;x
2494;200;197;0;Fuyang;x
2495;220;17;40;Xuzhou;x
2496;240;47;80;Fengyang;x
2497;20;77;120;Zhenjiang;x
2498;40;107;160;Yangzhou;x
2499;60;137;0;Qingzhou;x
2500;80;167;40;Wuding;x
2501;100;197;80;Yanzhou;x
2502;120;17;120;Daming;x
2503;140;47;160;Huaiqing;x
2504;160;77;0;Lu'an;x
2505;180;107;40;Taiyuan;x
2506;200;137;80;Yan'an;x
2507;220;167;120;Pingliang;x
2508;240;197;160;Tianshui;x
2509;40;47;40;Gaizhou;x
2510;180;47;120;Andong;x
2511;60;77;80;West Gyeongsang;x
2512;80;107;120;West Gangwon;x
2513;100;137;160;North Pyongan;x
2514;120;167;0;North Hamgyeong;x
2515;140;197;40;Yukjin;x
2516;160;17;80;Jeju;x
2517;200;77;160;Darnah;x
2518;220;107;0;Bardiyah;x
2519;240;137;40;Al Watah;x
2520;20;167;80;Wadi Halfa;x
2521;40;197;120;Sahra An Nubyah;x
2522;60;17;160;Halaib;x
2523;80;47;0;Asyut;x
2524;100;77;40;Minya;x
2525;120;107;80;Ras Gharib;x
2526;140;137;120;Al Gharbia;x
2527;160;167;160;Suez;x
2528;180;197;0;Ma'an;x
2529;200;17;40;Tayma;x
2530;220;47;80;Yanbu;x
2531;240;77;120;Ma'din Sulaym;x
2532;20;107;160;Unaizah;x
2533;40;137;0;Falaj;x
2534;60;167;40;Tamara;x
2535;80;197;80;Truba;x
2536;100;17;120;Jeddah;x
2537;120;47;160;Jazan;x
2538;140;77;0;Ahqaf;x
2539;160;107;40;Al Jawf;x
2540;180;137;80;Kinda;x
2541;200;167;120;Wusta;x
2542;220;197;160;Sharqiyah;x
2543;240;17;0;Abd Al-Qays;x
2544;20;47;40;Yabrin;x
2545;40;77;80;Hafar;x
2546;60;107;120;Latakia;x
2547;80;137;160;Tadmor;x
2548;100;167;0;Rahba;x
2549;120;197;40;Hohhot;x
2550;140;17;80;Ereen;x
2551;160;47;120;Chahar;x
2552;180;77;160;Yehe;x
2553;200;107;0;Hetu Ala;x
2554;220;137;40;Hunchun;x
2555;240;167;80;Cicigar;x
2556;20;197;120;Sartu;x
2557;40;17;160;Alchuka;x
2558;60;47;0;Mergen;x
2559;80;77;40;Aigun;x
2560;100;107;80;Birija;x
2561;120;137;120;Miyoo Gasan;x
2562;140;167;160;Kuru;x
2563;160;197;0;Iman;x
2564;180;17;40;Yaran;x
2565;200;47;80;Saguia el-Hamra;x
2566;220;77;120;Agadir;x
2567;240;107;160;Haha;x
2568;20;137;0;Gharb;x
2569;40;167;40;Meknes;x
2570;60;197;80;Tadla;x
2571;80;17;120;Ouarzazate;x
2572;100;47;160;Limpopo;x
2573;120;77;0;Saoura;x
2574;140;107;40;Kasdir;x
2575;160;137;80;Ouarsenis;x
2576;10;17;0;Dahra;x
2577;130;47;30;Titteri;x
2578;50;77;60;Hodna;x
2579;170;107;90;Mzab;x
2580;90;137;120;Touggourt;x
2581;210;167;150;Ouargla;x
2582;30;197;0;Bizerte;x
2583;150;17;30;Kef;x
2584;70;47;60;Souss;x
2585;190;77;90;Sfax;x
2586;110;107;120;Zuwarah;x
2587;10;137;150;Ghadames;x
2588;130;167;0;Jufra;x
2589;50;197;30;Thubaqt;x
2590;170;17;60;Djanet;x
2591;90;47;90;Ghat;x
2592;210;77;120;Tajarhi;x
2593;30;107;150;Djado;x
2594;150;137;0;Ennedi;x
2595;70;167;30;Khoikhoi;x
2596;190;197;60;Gauteng;x
2597;110;17;90;Zululand;x
2598;10;47;120;Narbonne;x
2599;130;77;150;Soria;x
2600;50;107;0;Cuenca;x
2601;170;137;30;La Mancha;x
2602;90;167;60;Przemysl;x
2603;210;197;90;Vidin;x
2604;30;17;120;Plovdiv;x
2605;150;47;150;Vitebsk;x
2606;70;77;0;Pereyaslav;x
2607;190;107;30;Ingil;x
2608;110;137;60;Theodoro;x
2609;10;167;90;Kyzyl-Yar;x
2610;130;197;120;Mansur;x
2611;50;17;150;Tyn;x
2612;170;47;0;Bahmut;x
2613;90;77;30;Lipetsk;x
2614;210;107;60;Mantrega;x
2615;30;137;90;Azaraba;x
2616;150;167;120;Majar;x
2617;70;197;150;Kuma;x
2618;190;17;0;Etkara;x
2619;110;47;30;Ukek;x
2620;10;77;60;Kanadey;x
2621;130;107;90;Alatyr;x
2622;50;137;120;Maguana;x
2623;170;167;150;Magua;x
2624;90;197;0;Baracoa;x
2625;210;17;30;Bayamo;x
2626;30;47;60;Camaguey;x
2627;150;77;90;Nicoya;x
2628;70;107;120;Managua;x
2629;190;137;150;Uluas;x
2630;110;167;0;Lenca;x
2631;10;197;30;Olancho;x
2632;130;17;60;Chortli;x
2633;50;47;90;Iximche;x
2634;170;77;120;Chacujal;x
2635;90;107;150;Uaymil;x
2636;210;137;0;Ecab;x
2637;30;167;30;Mani;x
2638;150;197;60;Ah Canul;x
2639;70;17;90;Champutun;x
2640;190;47;120;Xicallanco;x
2641;110;77;150;Chiapas;x
2642;10;107;0;Xocnochco;x
2643;130;137;30;Tehuantepec;x
2644;50;167;60;Mixe;x
2645;170;197;90;Tochtepec;x
2646;90;17;120;Coyolapan;x
2647;210;47;150;Coixtlahuacan;x
2648;30;77;0;Tepeacac;x
2649;150;107;30;Cuetlaxtlan;x
2650;70;137;60;Cholula;x
2651;190;167;90;Teloloapan;x
2652;110;197;120;Yopitzinco;x
2653;10;17;150;Cihuatlan;x
2654;130;47;0;Cutzamala;x
2655;50;77;30;Zacatula;x
2656;170;107;60;Apatzingan;x
2657;90;137;90;Colima;x
2658;210;167;120;Tizapan;x
2659;30;197;150;Cuitzeo;x
2660;150;17;0;Tuliucan;x
2661;70;47;30;Guamares;x
2662;190;77;60;Metztitlan;x
2663;110;107;90;Iziccoac;x
2664;10;137;120;Al-Junaynah;x
2665;130;167;150;Kobbe;x
2666;50;197;0;Kosti;x
2667;170;17;30;Soba;x
2668;90;47;60;Sennar;x
2669;210;77;90;Bahr el Ghazal;x
2670;30;107;120;Nuer;x
2671;150;137;150;Hamasien;x
2672;70;167;0;Mendefera;x
2673;190;197;30;Aksum;x
2674;110;17;60;Semien;x
2675;10;47;90;Dembiya;x
2676;130;77;120;Lasta;x
2677;50;107;150;Angot;x
2678;170;137;0;Wollo;x
2679;90;167;30;Agew;x
2680;210;197;60;Asosa;x
2681;30;17;90;Damot;x
2682;150;47;120;Illubabor;x
2683;70;77;150;Welayta;x
2684;190;107;0;Afder;x
2685;110;137;30;Ankober;x
2686;10;167;60;Arsi;x
2687;130;197;90;Dawaro;x
2688;50;17;120;Mora;x
2689;170;47;150;Degehabur;x
2690;90;77;0;Hargeisa;x
2691;210;107;30;Togdheer;x
2692;30;137;60;Sanaag;x
2693;150;167;90;Las Khoray;x
2694;70;197;120;Bosaso;x
2695;190;17;150;Hafun;x
2696;110;47;0;Qardho;x
2697;10;77;30;Garoowe;x
2698;130;107;60;Hobyo;x
2699;50;137;90;Meregh;x
2700;170;167;120;El Buur;x
2701;90;197;150;Warsheikh;x
2702;210;17;0;Beledweyne;x
2703;30;47;30;Afgooye;x
2704;150;77;60;Merca;x
2705;70;107;90;Bardera;x
2706;190;137;120;Barawa;x
2707;110;167;150;Kismayo;x
2708;10;197;0;Pate;x
2709;130;17;30;Tana;x
2710;50;47;60;Veraguas;x
2711;170;77;90;Darien;x
2712;90;107;120;Guajira;x
2713;210;137;150;Neiva;x
2714;30;167;0;Popayan;x
2715;150;197;30;Meta;x
2716;70;17;60;Puerto Carreno;x
2717;190;47;90;Guaviare;x
2718;110;77;120;Esmeraldas;x
2719;10;107;150;Piwra;x
2720;130;137;0;Tucume;x
2721;50;167;30;Wankapampa;x
2722;170;197;60;Chachapoyas;x
2723;90;17;90;Moyobamba;x
2724;210;47;120;Pisqupampa;x
2725;30;77;150;Huaraz;x
2726;150;107;0;Chimbote;x
2727;70;137;30;Ucayali;x
2728;190;167;60;Quero;x
2729;110;197;90;Ayaviri;x
2730;10;17;120;Camana;x
2731;130;47;150;Macaya;x
2732;50;77;0;Madre de Dios;x
2733;170;107;30;San Joaquin;x
2734;90;137;60;Santa Cruz de la Sierra;x
2735;210;167;90;Fuerte Borbon;x
2736;30;197;120;Sucre;x
2737;150;17;150;Tarija;x
2738;70;47;0;Potosi;x
2739;190;77;30;Quillacas;x
2740;110;107;60;Oruro;x
2741;10;137;90;Tiahuanaco;x
2742;130;167;120;Iquique;x
2743;50;197;150;Calama;x
2744;170;17;0;Coquimbo;x
2745;90;47;30;Chiloe;x
2746;210;77;60;Aysen;x
2747;30;107;90;Comodoro Rivadavia;x
2748;150;137;120;Rawson;x
2749;70;167;150;Chubut;x
2750;190;197;0;Poya;x
2751;110;17;30;Bahia Blanca;x
2752;10;47;60;Carmen;x
2753;130;77;90;Rio Negro;x
2754;50;107;120;Chanar;x
2755;170;137;150;Chiquiyami;x
2756;90;167;0;Mendoza;x
2757;210;197;30;San Luis;x
2758;30;17;60;Olavarria;x
2759;150;47;90;Querandi;x
2760;70;77;120;Rosario;x
2761;190;107;150;Quisquiscate;x
2762;110;137;0;Chepes;x
2763;10;167;30;La Rioja;x
2764;130;197;60;Santiago del Estero;x
2765;50;17;90;Tucuman;x
2766;170;47;120;Santa Catalina;x
2767;90;77;150;Matara;x
2768;210;107;0;Chaco Central;x
2769;30;137;30;Corrientes;x
2770;150;167;60;Yareyu;x
2771;70;197;90;Misiones;x
2772;190;17;120;Colonia;x
2773;110;47;150;Montevideo;x
2774;10;77;0;Salto;x
2775;130;107;30;Santiago;x
2776;50;137;60;Itapua;x
2777;170;167;90;Concepcion;x
2778;90;197;120;Melodia;x
2779;210;17;150;Santa Tecla;x
2780;30;47;0;Santa Catarina;x
2781;150;77;30;Castro;x
2782;70;107;60;Campinas;x
2783;190;137;90;Araquara;x
2784;110;167;120;Ofaie;x
2785;10;197;150;Corumba;x
2786;130;17;0;Caceres;x
2787;50;47;30;Vila Bela;x
2788;170;77;60;Cerejeiras;x
2789;90;107;90;Diamantino;x
2790;210;137;120;Rio das Mortes;x
2791;30;167;150;Vila Boa;x
2792;150;197;0;Luziana;x
2793;70;17;30;Araxas;x
2794;190;47;60;Sao Joao del Rel;x
2795;110;77;90;Vila Rica;x
2796;10;107;120;Serro;x
2797;130;137;150;Rio Contas;x
2798;50;167;0;Paratinga;x
2799;170;197;30;Campo Largo;x
2800;90;17;60;Santo Antonio da Manga;x
2801;210;47;90;Arrial dos Couros;x
2802;30;77;120;Conceicao;x
2803;150;107;150;Natividad;x
2804;70;137;0;Pastos Bons;x
2805;190;167;30;Parnagua;x
2806;110;197;60;Barra;x
2807;10;17;90;Inhambupe;x
2808;130;47;120;Jeremoabo;x
2809;50;77;150;Sergipe;x
2810;170;107;0;Pambu;x
2811;90;137;30;Crato;x
2812;210;167;60;Boroborema;x
2813;30;197;90;Paraiba;x
2814;150;17;120;Parnaiba;x
2815;70;47;150;Timon;x
2816;190;77;0;Alcantara;x
2817;110;107;30;Para;x
2818;10;137;60;Marajo;x
2819;130;167;90;Oiapoque;x
2820;50;197;120;Muturu;x
2821;170;17;150;Guyana;x
2822;90;47;0;Barcelos;x
2823;210;77;30;Rio Madeira;x
2824;30;107;60;Jurua;x
2825;150;137;90;Xingu;x
2826;70;167;120;Paramaribo;x
2827;190;197;150;Pirara;x
2828;110;17;0;Orinoco Delta;x
2829;10;47;30;Uyapari;x
2830;130;77;60;Angostura;x
2831;50;107;90;Zaraza;x
2832;170;137;120;Apure;x
2833;90;167;150;Llanos;x
2834;210;197;0;Coro;x
2835;30;17;30;Altagracia;x
2836;150;47;60;Merida;x
2837;70;77;90;Wystruc;x
2838;190;107;120;Veda-Suvar;x
2839;110;137;150;Ar-Chally;x
2840;10;167;0;Agyidel;x
2841;130;197;30;Bashgird;x
2842;50;17;60;Iglino;x
2843;170;47;90;Ostyaki;x
2844;90;77;120;Tikhvin;x
2845;210;107;150;Mbamba;x
2846;30;137;0;Mbata;x
2847;150;167;30;Griqualand;x
2848;70;197;60;Highveld;x
2849;190;17;90;Graaff-Reinet;x
2850;110;47;120;Chewa;x
2851;10;77;150;Shangwe;x
2852;130;107;0;Butua;x
2853;50;137;30;Buhera;x
2854;170;167;60;Angoche;x
2855;90;197;90;Lindi;x
2856;210;17;120;Mzizima;x
2857;30;47;150;Middag;x
2858;150;77;0;Kelam;x
2859;70;107;30;Pangasinan;x
2860;190;137;60;Tondo;x
2861;110;167;90;Bikol;x
2862;10;197;120;Panay;x
2863;130;17;150;Butuan;x
2864;50;47;0;Tagloc;x
2865;170;77;30;Sula;x
2866;90;107;60;Buton;x
2867;210;137;90;Yamdena;x
2868;30;167;120;Aru;x
2869;150;197;150;Fak-Fak;x
2870;70;17;0;Yos Sudarso;x
2871;190;47;30;Daru;x
2872;110;77;60;Kerema;x
2873;10;107;90;Lae;x
2874;130;137;120;Madang;x
2875;50;167;150;Asmat;x
2876;170;197;0;Gunditjmara;x
2877;90;17;30;Yuin;x
2878;210;47;60;Waitaha;x
2879;30;77;90;Ahuriri;x
2880;150;107;120;Kirikiriroa;x
2881;70;137;150;Yarkand;x
2882;190;167;0;Kuqa;x
2883;110;197;30;Korla;x
2884;10;17;60;Qakilik;x
2885;130;47;90;Hami;x
2886;50;77;120;Ejin;x
2887;170;107;150;Hoboksar;x
2888;90;137;0;Chuguchak;x
2889;210;167;30;Zasagt;x
2890;30;197;60;Govi;x
2891;150;17;90;Qaraqorum;x
2892;70;47;120;Tsetserleg;x
2893;190;77;150;Ih Huree;x
2894;110;107;0;Yugan;x
2895;10;137;30;Agan;x
2896;130;167;60;Vah;x
2897;50;197;90;Barnaul;x
2898;170;17;120;Altai;x
2899;90;47;150;Mangazea;x
2900;210;77;0;Baykha;x
2901;30;107;30;Uchamin;x
2902;150;137;60;Chulym;x
2903;70;167;90;Kan;x
2904;190;197;120;Ust-Kut;x
2905;110;17;150;Chara;x
2906;10;47;0;Nukhtui;x
2907;130;77;30;Chuna;x
2908;50;107;60;Seganka;x
2909;170;137;90;Urkan;x
2910;90;167;120;Kharya;x
2911;210;197;150;Yarmanka;x
2912;30;17;0;Kagyrgyn;x
2913;150;47;30;Huichol;x
2914;70;77;60;Borrado;x
2915;190;107;90;Cotoname;x
2916;110;137;120;Laguneros;x
2917;10;167;150;Cacaxtes;x
2918;130;197;0;Toboso;x
2919;50;17;30;Seri;x
2920;170;47;60;Nakipa;x
2921;90;77;90;Kumeyaay;x
2922;210;107;120;Tachi;x
2923;30;137;150;Maidu;x
2924;150;167;0;Shasta;x
2925;70;197;30;Yuki;x
2926;190;17;60;Klamath;x
2927;110;47;90;Kalapuya;x
2928;10;77;120;Chehalis;x
2929;130;107;150;Quileute;x
2930;50;137;0;Hualapai;x
2931;170;167;30;Hopi;x
2932;90;197;60;Zuni;x
2933;210;17;90;Chiricahua;x
2934;30;47;120;Acoma;x
2935;150;77;150;Jicarilla;x
2936;70;107;0;Lipiyanes;x
2937;190;137;30;Jumano;x
2938;110;167;60;Tuintsunde;x
2939;10;197;90;Coahuilteco;x
2940;130;17;120;Querecho;x
2941;50;47;150;Eyeish;x
2942;170;77;0;Hasinai;x
2943;90;107;30;Utsetha;x
2944;210;137;60;Kitkehaki;x
2945;30;167;90;Hinonoeino;x
2946;150;197;120;Baachinena;x
2947;70;17;150;Skiri;x
2948;190;47;0;Wahpekute;x
2949;110;77;30;Mdewankton;x
2950;10;107;60;Noquet;x
2951;130;137;90;Moingwena;x
2952;50;167;120;Kilatika;x
2953;170;197;150;Mengkonkia;x
2954;90;17;0;Michigamea;x
2955;210;47;30;Satuskhdin;x
2956;30;77;60;Adai;x
2957;150;107;90;Biloxi;x
2958;70;137;120;Natchez;x
2959;190;167;150;Yazoo;x
2960;110;197;0;Chickamauga;x
2961;10;17;30;Napochi;x
2962;130;47;60;Tohome;x
2963;50;77;90;Chatot;x
2964;170;107;120;Mayaimi;x
2965;90;137;150;Calusa;x
2966;210;167;0;Yustaga;x
2967;30;197;30;Mocama;x
2968;150;17;60;Hitchiti;x
2969;70;47;90;Yamasee;x
2970;190;77;120;Coweta;x
2971;110;107;150;Saluda;x
2972;10;137;0;Cusabo;x
2973;130;167;30;Waccamaw;x
2974;50;197;60;Chicora;x
2975;170;17;90;Waxhaw;x
2976;90;47;120;Yadkin;x
2977;210;77;150;Roanoke;x
2978;30;107;0;Tutelo;x
2979;150;137;30;Moratok;x
2980;70;167;60;Doeg;x
2981;190;197;90;Manahoac;x
2982;110;17;120;Monongahela;x
2983;10;47;150;Shatteras;x
2984;130;77;0;Wabash;x
2985;50;107;30;Piankeshaw;x
2986;170;137;60;Chillicothe;x
2987;90;167;90;Mascouten;x
2988;210;197;120;Okouara;x
2989;30;17;150;Honniasont;x
2990;150;47;0;Juniata;x
2991;70;77;30;Atrakwaye;x
2992;190;107;60;Potomac;x
2993;110;137;90;Nanticoke;x
2994;10;167;120;Raritan;x
2995;130;197;150;Espachomy;x
2996;50;17;0;Quinnipiac;x
2997;170;47;30;Wampanoag;x
2998;90;77;60;Adirondack;x
2999;210;107;90;Missisquoi;x
3000;30;137;120;Sokoki;x
3001;150;167;150;Merrimack;x
3002;70;197;0;Androscoggin;x
3003;190;17;30;Passamaquoddy;x
3004;110;47;60;Aroostook;x
3005;10;77;90;Kespukwitk;x
3006;130;107;120;Eskikewakik;x
3007;50;137;150;Wolystooq;x
3008;170;167;0;Madawaska;x
3009;90;197;30;Siknikt;x
3010;210;17;60;Maliseet;x
3011;30;47;90;Etchemins;x
3012;150;77;120;Loup;x
3013;70;107;150;Atikamekw;x
3014;190;137;0;Piekougami;x
3015;110;167;30;Manicouagan;x
3016;10;197;60;Mingan;x
3017;130;17;90;Anticosti;x
3018;50;47;120;Placentia;x
3019;170;77;150;Naskapi;x
3020;90;107;0;Sikumiut;x
3021;210;137;30;Tkaronto;x
3022;30;167;60;Tionontate;x
3023;150;197;90;Odawa;x
3024;70;17;120;Kichesipi;x
3025;190;47;150;Missisage;x
3026;110;77;0;Timiskaming;x
3027;10;107;30;Piscatang;x
3028;130;137;60;Kesagami;x
3029;50;167;90;Shaggami;x
3030;170;197;120;Outoulibi;x
3031;90;17;150;Cisapipi;x
3032;210;47;0;Omushkego;x
3033;30;77;30;Wappus;x
3034;150;107;60;Quennebigon;x
3035;70;137;90;Mahmikiwiniyak;x
3036;190;167;120;Hebina;x
3037;110;197;150;Sipiwininiwak;x
3038;10;17;10;Athabasca;x
3039;130;47;20;Nihithawak;x
3040;50;77;50;Siksikawa;x
3041;170;107;70;Sekani;x
3042;90;137;100;Dakelh;x
3043;210;167;110;Secwepemc;x
3044;30;197;130;Okanagan;x
3045;150;17;140;Heiltsuk;x
3046;70;47;10;Nisga'a;x
3047;190;77;20;Sitka;x
3048;110;107;50;Eyak;x
3049;10;137;70;Kodiak;x
3050;130;167;100;Yakima;x
3051;50;197;110;Spokane;x
3052;170;17;130;Palus;x
3053;90;47;140;Umatilla;x
3054;210;77;10;Bogohue;x
3055;30;107;20;Goshute;x
3056;150;137;50;Piegan;x
3057;70;167;70;Haaninin;x
3058;190;197;100;Ashshipite;x
3059;110;17;110;Eeelalapito;x
3060;10;47;130;Tsisistas;x
3061;130;77;140;Hidatsa;x
3062;50;107;10;Itscheabine;x
3063;170;137;20;Teush;x
3064;0;195;254;Längelmävesi;x
3065;1;215;254;Vanajavesi;x
3066;2;235;254;Päijänne;x
3067;3;255;254;Puula;x
3068;4;195;254;Keitele;x
3069;5;215;254;Konnevesi;x
3070;6;235;254;Haukivesi;x
3071;0;255;254;Puruvesi;x
3072;1;195;254;Orivesi;x
3073;2;215;254;Pyhäjärvi;x
3074;3;235;254;Höytiäinen;x
3075;4;255;254;Pielinen;x
3076;5;195;254;Kallavesi;x
3077;6;215;254;Oulujärvi;x
3078;0;235;254;Lake Inari;x
3079;1;255;254;Issyk Kul;x
3080;2;195;254;Alakol;x
3081;3;215;254;Lake Zaysan;x
3082;4;235;254;Lake Argyle;x
3083;5;255;254;Lake Mackay;x
3084;6;195;254;Lake Frome;x
3085;0;215;254;Lake Gairdner;x
3086;1;235;254;Lake Eyre;x
3087;2;255;254;Lake Torrens;x
3088;90;167;50;Sogn;x
3089;210;197;70;Lingga;x
3090;30;17;100;Belitung;x
3091;150;47;110;Mentawai;x
3092;70;77;130;Katl'odeeche;x
3093;190;107;140;Mizoram;x
3094;110;137;10;Notec;x
3095;10;167;20;Kolberg;x
3096;130;197;50;Sternberg;x
3097;50;17;70;Glogau;x
3098;170;47;100;Osterode;x
3099;90;77;110;Ortelsburg;x
3100;210;107;130;Landshut;x
3101;30;137;140;Straubing;x
3102;150;167;10;Ingolstadt;x
3103;70;197;20;Loon;x
3104;190;17;50;Kleve;x
3105;110;47;70;Meppen;x
3106;10;77;100;Hoya;x
3107;130;107;110;Paderborn;x
3108;50;137;130;Eger;x
3109;170;167;140;Budejovice;x
3110;90;197;10;Hradec Kralove;x
3111;210;17;20;Spis;x
3112;30;47;50;Nowy Sacz;x
3113;150;77;70;Tarnow;x
3114;70;107;100;Lwow;x
3115;190;137;110;Rowne;x
3116;110;167;130;Buzau;x
3117;10;197;140;Visoki;x
3118;130;17;10;Chemnitz;x
3119;50;47;20;Magdeburg;x
3120;170;77;50;Rostock;x
3121;90;107;70;Stralsund;x
3122;210;137;100;Strelitz;x
3123;30;167;110;Montferrat;x
3124;150;197;130;Novara;x
3125;70;17;140;Albenga;x
3126;190;47;10;Lucca;x
3127;110;77;20;Arezzo;x
3128;10;107;50;Urbino;x
3129;130;137;70;Umbria;x
3130;50;167;100;Foggia;x
3131;170;197;110;Salerno;x
3132;90;17;130;Cosenza;x
3133;210;47;140;Syracuse;x
3134;30;77;10;Sassari;x
3135;150;107;20;Forcalquier;x
3136;70;137;50;Rioja;x
3137;190;167;70;Teruel;x
3138;110;197;100;Tarragona;x
3139;10;17;110;Urgell;x
3140;130;47;130;Djerba;x
3141;50;77;140;Qeshm;x
3142;170;107;10;Garoua;x
3143;90;137;20;Maka;x
3144;210;167;50;Woleu-Ntem;x
3145;30;197;70;Toliara;x
3146;150;17;100;Toamasina;x
3147;70;47;110;Fianarantsoa;x
3148;190;77;130;Jan Mayen;x
3149;189;110;220;Unused1;
3150;190;110;220;Unused2;
3151;191;110;220;Unused3;
3152;192;110;220;Unused4;
3153;193;110;220;Unused5;
3154;194;110;220;Unused6;
3155;195;110;220;Unused7;
3156;196;110;220;Unused8;
3157;197;110;220;Unused9;
3158;199;110;220;Unused10;
3159;200;110;220;Unused11;
3160;201;110;220;Unused12;
3161;202;110;220;Unused13;
3162;203;110;220;Unused14;
3163;204;110;220;Unused15;
3164;205;110;220;Unused16;
3165;206;110;220;Unused17;
3166;207;110;220;Unused18;
3167;207;110;221;Unused19;
3168;207;110;222;Unused20;
3169;207;110;223;Unused11;
3170;207;110;224;Unused12;
3171;207;110;225;Unused13;
3172;207;110;226;Unused14;
3173;207;110;227;Unused15;
3174;207;110;228;Unused16;
3175;207;110;229;Unused17;
3176;207;110;230;Unused18;
3177;207;110;231;Unused19;
3178;207;110;232;Unused20;
3179;207;110;233;Unused21;
3180;207;110;234;Unused22;
3181;207;110;235;Unused23;
3182;207;110;236;Unused24;
3183;207;110;237;Unused25;
3184;207;110;238;Unused26;
3185;207;110;239;Unused27;
3186;207;110;240;Unused28;
3187;207;110;241;Unused29;
3188;207;110;242;Unused30;
3189;207;110;243;Unused31;
3190;207;110;244;Unused32;
3191;207;110;245;Unused33;
3192;207;110;246;Unused34;
3193;207;110;247;Unused35;
3194;207;110;248;Unused36;
3195;207;110;249;Unused37;
3196;207;110;250;Unused38;
3197;208;110;1;Unused39;
3198;207;110;2;Unused40;
3199;207;110;3;Unused41;
3200;207;110;4;Unused42;
3201;207;110;5;Unused43;
3202;207;110;6;Unused44;
3203;207;110;7;Unused45;
3204;207;110;8;Unused46;
3205;207;110;9;Unused47;
3206;207;110;10;Unused48;
3207;207;110;11;Unused49;
3208;207;110;12;Unused50;
3209;207;110;13;Unused51;
3210;207;110;14;Unused52;
3211;207;110;15;Unused53;
3212;207;110;16;Unused54;
3213;207;110;17;Unused55;
3214;207;110;18;Unused56;
3215;207;110;19;Unused57;
3216;207;110;20;Unused58;
3217;207;110;21;Unused59;
3218;207;110;22;Unused60;
3219;207;110;23;Unused61;
3220;207;110;24;Unused62;
3221;207;110;25;Unused63;
3222;207;110;26;Unused64;
3223;207;110;27;Unused65;
3224;207;110;28;Unused66;
3225;207;110;29;Unused67;
3226;207;110;30;Unused68;
3227;207;110;31;Unused69;
3228;207;110;32;Unused70;
3229;207;110;33;Unused71;
3230;207;110;34;Unused72;
3231;207;110;35;Unused73;
3232;207;110;36;Unused74;
3233;207;110;37;Unused75;
3234;207;110;38;Unused76;
3235;207;110;39;Unused77;
3236;207;110;40;Unused78;
3237;207;110;41;Unused79;
3238;207;110;42;Unused80;
3239;207;110;43;Unused81;
3240;207;110;44;Unused82;
3241;207;110;45;Unused83;
3242;207;110;46;Unused84;
3243;207;110;47;Unused85;
3244;207;110;48;Unused86;
3245;207;110;49;Unused87;
3246;207;110;50;Unused88;
3247;207;110;51;Unused89;
3248;207;110;52;Unused90;
3249;207;110;53;Unused91;
3250;207;110;54;Unused92;
3251;207;110;55;Unused93;
3252;207;110;56;Unused94;
3253;207;110;57;Unused95;
3254;207;110;58;Unused96;
3255;207;110;59;Unused97;
3256;207;110;60;Unused98;
3257;207;110;61;Unused99;
3258;207;110;62;Unused100;
3259;207;110;63;Unused101;
3260;207;110;64;Unused102;
3261;207;110;65;Unused103;
3262;207;110;66;Unused104;
3263;207;110;67;Unused105;
3264;207;110;68;Unused106;
3265;207;110;69;Unused107;
3266;207;110;70;Unused108;
3267;207;110;71;Unused109;
3268;207;110;72;Unused110;
3269;207;110;73;Unused111;
3270;207;110;74;Unused112;
3271;207;110;75;Unused113;
3272;207;110;76;Unused114;
3273;207;110;77;Unused115;
3274;207;110;78;Unused116;
3275;207;110;79;Unused117;
3276;207;110;80;Unused118;
3277;207;110;81;Unused119;
3278;207;110;82;Unused120;
3279;207;110;83;Unused121;
3280;207;110;84;Unused122;
3281;207;110;85;Unused123;
3282;207;110;86;Unused124;
3283;207;110;87;Unused125;
3284;207;110;88;Unused126;
3285;207;110;89;Unused127;
3286;207;110;90;Unused128;
3287;207;110;91;Unused129;
3288;207;110;92;Unused130;
